사업장명,병상수
서울포레스트 정신건강의학과의원,0
아트리움치과의원,0
초이스여성의원,0
신사우리베스트내과의원,0
더힐가정의학과의원,0
삼성마음친구정신건강의학과의원,0
삼성유외과의원,3
상류치과의원,0
이현원치과의원,0
대치성모여성의원,0
서울항앤하지외과의원,4
보스피부과의원,0
루닛케어의원,0
청담클린치과의원,0
엘브이성형외과의원,0
아미스킨의원,0
성모진이비인후과의원,0
루다셀의원,0
더새로이의원,0
모아이의원,0
뽐나게빼의원,0
코엑스메디컬의원,0
미담성형외과의원,0
친한의사의원,0
강남연세안과의원,0
김종우치과의원,0
연세더바로신경외과정형외과의원,27
서울삼성내과의원,0
연세이비인후과의원,2
더플랜의원,0
조은아이치과의원,0
뷰티라운지의원,0
엠체형의원,0
서울티에스치과의원,0
테일러성형외과의원,0
로블에비뉴의원,0
아이큐성형외과의원,0
강남더의원,0
내소구강악안면외과치과의원,8
해피마인드의원,0
슈어스성형외과의원,0
강남아이누리한의원,0
연세삼성정신건강의학과의원,0
닥터송포유의원,0
제일이비인후과의원,25
청담봄여성의원,0
우보한의원,0
씨에스씨로렌의원,0
로이성형외과의원,0
앤드성형외과의원,2
터한의원,0
주마레의원,0
모즈의원,0
다움성형외과의원,0
클렌시아의원,0
마침표성형외과의원,0
오블리성형외과의원,0
강남푸른안과의원,4
엠제이피부과의원,0
고수련한의원,0
일퍼센트성형외과의원,0
미의원,0
잘생한의원,0
다움산부인과의원,0
엔비유의원,0
스킨다피부과의원,0
새상한의원,0
서울리샤인의원,0
청담아리움의원,0
조은희정신건강의학과의원,0
서울리더스비뇨의학과의원,1
더힐피부과의원,0
아이토마토한의원,0
연세펠리체여성의원,0
엘레멘트피부과의원,0
청담슬림의원,0
이지앤성형외과의원,0
엠브이피세븐성형외과의원,0
윤지영의원,0
드보라의원,0
하이라이트의원,0
보하치과의원,0
도곡경희한의원,0
개포한의원,0
골드문성형외과의원,0
지셀한의원,0
베스트원의원,0
청담포레브의원,0
김진호치과교정과치과의원,0
미작의원,0
에르시아의원,0
서울귀감이비인후과의원,0
허브한의원,0
나가정의학과의원,0
차소연의원,0
강남삼성성형외과의원,2
헤스티아여성의원,0
링크성형외과의원,1
가우디치과의원,0
모더함의원,0
히트성형외과의원,2
블리스의원,8
선릉쉼표정신건강의학과의원,0
사라한의원,0
강남원의원,0
압구정유진여성의원,0
밸런스본의원,0
미인만들기성형외과의원,0
정수우성형외과의원,0
피에이치디피부과의원,0
쏘울성형외과의원,0
초이스라인의원,0
815의원,0
강남지인치과의원,0
연세아이즈성형외과의원,0
에이엠성형외과의원,0
에스지정신건강의학과의원,0
유앤유성형외과의원,3
에이퀸산부인과의원,0
크리스마스성형외과의원,0
곡샘성형외과의원,0
연세춘이비인후과의원,0
티파니여성비뇨의학과의원,2
더하다성형외과의원,0
서울정이든치과의원,0
레이디한의원,0
애프터눈성형외과의원,0
서울비29이비인후과의원,0
경희진평한의원,0
더원서울안과의원,0
더니버스성형외과의원,5
연세하이눈성형외과의원,0
다이즐한의원,0
에스앤유안과의원,0
양윤돌구강악안면외과치과의원,0
크리스성형외과의원,0
우아인성형외과의원,0
아이엘의원,0
청담에스에스640의원,0
알앤비성형외과의원,1
제이엠성형외과의원,0
네모치과의원,0
제이마취통증의학과의원,0
사랑니를부탁해구강악안면외과치과의원,0
한나셀의원,0
엘릭서성형외과의원,0
대청한의원,0
포인트업의원,0
더정형외과의원,0
코바의원,0
옐로우성형외과의원,0
디엠피부과의원,0
메르덴플러스치과의원,0
당봄한의원,0
아너스티성형외과의원,0
라스트성형외과의원,0
빌리프성형외과의원,0
예작비뇨의학과의원,0
강남이룸안과의원,0
더편한현내과의원,0
비앤씨한의원,0
로렐의원,0
드림치과교정과치과의원,0
미모던피부과의원,0
삼성리더스치과의원,0
쿨성형외과의원,0
대치제이엠가정의학과의원,0
소유의원,0
고유한의원,0
고유성형외과의원,0
브이에스라인의원,0
강남에이스안과의원,0
더이다의원,0
에펠산부인과의원,0
읻다의원,0
어울림치과의원,0
수서바른정형외과의원,0
드림포유의원,0
청담공드림피부과의원,0
더케어마취통증의학과의원,0
굿모닝소아청소년과의원,0
청담에스민의원,0
비티에프의원,0
바른눈서울안과의원,0
한강수성형외과의원,3
한티튼튼정형외과의원,0
시원성형외과의원,0
문동언마취통증의학과의원,6
청담봄온의원,0
솜씨좋은산부인과의원,0
바이브성형외과의원,0
강남365가정의학과의원,0
인산한의원,0
서울탑클래스정신건강의학과의원,0
현대사랑의원,0
풀과나무한의원,0
은하수성형외과의원,0
김인섭의원,0
수서나을산부인과의원,0
더비비성형외과의원,0
네임드성형외과의원,0
강남바른내과의원,0
하이안과의원,1
플래닛성형외과의원,1
바나나성형외과의원,1
역삼생생본의원·한의원,2
로사의원,0
역삼생생본의원·한의원,2
연세모에버의원,0
365엠씨의원,0
솔루션의원,0
10년전당신의오늘의원,0
스케줄의원,0
원더풀성형외과의원,0
오브제성형외과의원,2
아람한의원,0
온에어성형외과의원,0
청담비에이치셀의원,2
강남퍼스트재활의학과의원,0
삼성키즈소아청소년과의원,0
진담성형외과의원,0
이승우의원,0
양재본정형외과의원,0
삼사오성형외과의원,3
청담디어의원,0
한가람신경외과의원,9
권한의원,0
안효승내과의원,0
논현튠의원,0
플란치과의원,0
에이마스터의원,0
서울정신건강의학과의원,0
리셀의원,0
힐락의원,0
힐리브의원,0
오쥬드한의원,0
밝은미래정신건강의학과의원,0
씨비케이성형외과의원,0
오상신경외과의원,0
양재365한의원,10
아린한의원,0
강남본한의원,0
프라이드성형외과의원,0
심포니한의원,0
심포니셀의원,0
스킨테라피부과의원,0
정석성형외과의원,0
아크로한의원,0
닥터이레이저피부과의원,0
맑은하늘정형외과의원,0
팩트성형외과의원,0
더라스의원,0
스케치성형외과의원,0
에이징엘성형외과의원,0
이온한의원,0
디비성형외과의원,1
한스치과의원,0
연세소담정신건강의학과의원,0
연세모나의원,0
처음처럼성형외과의원,0
오썸성형외과의원,0
온앤위드의원,0
경희본한의원,0
서울하이안치과의원,0
에픽성형외과의원,1
플렉스피부과의원,0
에스앤유현대의원,0
프롭비한의원,0
와이제이영스의원,0
스토리피부과의원,0
김형진베이직성형외과의원,0
미플러스성형외과의원,0
유(U)스타일9의원,0
예롬성형외과의원,0
제나한의원,0
예스미의원,0
에이펙스성형외과의원,0
하나그린한의원,0
연세헤어성형외과의원,0
하트스캔강남초이스영상의학과의원,0
바이스치과교정과치과의원,0
크로스디치과의원,0
더블유항외과의원,9
제이원성형외과의원,0
압구정비제이성형외과의원,0
튼튼마디한의원,0
김정국한의원,0
미예담산부인과의원,0
푸른나무치과의원,0
유씨강남치과의원,0
정선주정신과의원,0
스타서울치과의원,0
신승의원,0
원데이치과의원,0
렉슬치과의원,0
대치궁한의원,0
선경한의원,0
청담현피부과의원,0
청담씨제이성형외과의원,0
압구정현대부부치과의원,0
세인트루이스치과의원,0
두한성형외과의원,0
유앤아이아덴스치과의원,0
양치과의원,0
이종복치과의원,0
홍정욱치과의원,0
디엠성형외과의원,0
오체안피부과의원,1
경희부용한의원,0
참고은치과의원,0
세연내과의원,0
김진권피부과의원,0
고범연엑스오치과교정과치과의원,0
제중경희한의원,0
아름다운치과의원,0
카이노스치과의원,0
강남제일한의원,0
세인치과의원,0
오픈닥터스병리과의원,0
영이비인후과의원,1
강남영치과의원,0
아트인휴먼피부과의원,0
연세코앤이비인후과의원,3
루시아치과의원,0
예다인외과의원,3
연세라헨느의원,0
예올한의원,0
청아치과의원,0
로즈피부과의원,0
행복한이야기한의원,0
화접몽한의원,0
스킨룩스한의원,0
뷰티라인성형외과의원,0
대치가원한의원,0
연세이앤비성형외과의원,0
청담더유외과의원,1
김영찬내과의원,0
청담성형외과의원,0
위드성형외과의원,0
코헨의원,0
동인한의원,0
미켈란치과의원,0
갑산한의원,0
미나성형외과의원,0
바이란트치과의원,0
엠케이성형외과의원,0
가온경희한의원,0
삼성연세산부인과의원,3
에스에이치의원,0
플로렌치과의원,0
그림성형외과의원,0
미드림성형외과의원,0
씨앤씨치과의원,0
윤앤정내과의원,0
엘에이치성형외과의원,1
아셈한의원,0
연세윤치과의원,0
송안과의원,0
유재욱재활의학과의원,0
쉬즈애비뉴피부과의원,0
오케이치과의원,0
SKY(스카이)치과의원,0
파크에비뉴치과의원,0
맑은샘한의원,0
한마음한의원,0
모제림성형외과의원,0
세림서울정신건강의학과의원,0
백세의원,0
허브신경과의원,0
하늘체한의원,0
사랑의치과의원,0
영동치과의원,0
하창윤치과의원,0
홍순호치과의원,0
동선소아과의원,0
더블유화이트치과의원,0
김동수내과의원,0
서울토토치과의원,0
청담연세피부과의원,0
제이와이의원,0
디바성형외과의원,0
디마레의원,0
최진명내과의원,0
티오피성형외과의원,0
닥터안헤어플란트의원,0
조은소아과의원,0
경희신창한의원,0
라미치과의원,0
차이정성형외과의원,0
강남미라인치과의원,0
수피부과의원,0
서울플러스치과의원,0
백치과의원,0
압구정연한의원,0
류한욱정신과의원,0
라임나무치과의원,0
윤제한의원,0
엔슬림의원,0
서울수면의원,4
111의원,0
리라피부과의원,0
구름의자한의원,0
포이연치과의원,0
유진성모안과의원,2
플러스성모안과의원,2
하늘느낌피부과의원,0
장은진정신건강의학과의원,0
킹콩치과의원,0
연세선우의원,0
김성민이비인후과의원,0
이명석치과교정과치과의원,0
김순주치과의원,0
우호철비뇨기과의원,0
코웰치과의원,0
에스앤케이치과의원,0
에스제이여성의원,0
동민허브치과의원,0
경희강남한의원,0
캘리포니아미형치과의원,0
피어나의원,2
네오유여성비뇨기과의원,0
가원한의원,0
최영태한의원,0
청담비아이의원,0
압구정본산부인과의원,0
서울하정외과의원,6
노인화산부인과의원,0
플레이트의원,0
김상수마이크로의원,6
연세루다의원,0
압구정디오성형외과의원,0
연세더셀피부과의원,0
나인비뇨기과의원,1
그레이스치과의원,0
에피파니치과의원,0
보셀르의원,0
에버스마일치과교정과치과의원,0
포모나자연의원,0
강남리즈산부인과의원,0
타워비뇨기과의원,3
모델로피부과의원,0
한걸음한의원,0
압구정페이스라인성형외과의원,0
청담엔비의원,0
아이두한의원,0
토마스정신과의원,0
한중제생한의원,0
연세더맑은내과,0
본디올강남한의원,0
양생채가한의원,0
골드만비뇨기과의원,6
강남하나로치과의원,0
우리들내과의원,0
미소인치과의원,0
서정의원,0
역삼성모내과의원,0
삼성드림내과의원,0
강남연세우노비뇨기과의원,1
수앤정소아청소년과의원,0
경희일송한의원,0
라인컬처의원,0
연세맑은이비인후과의원,2
엘투치과의원,0
더미소피부과의원,0
유앤린성형외과의원,0
김용훈정형외과의원,0
인샤인피부과의원,0
양재최의원,29
비경한의원,0
청담예인피부과의원,0
생각과느낌의원,0
구름의자의원,0
이유정신건강의학과의원,0
서울미시간치과의원,0
케이라인의원,0
아침에한의원,0
이승민정신건강의학과의원,0
닥터티제이의원,0
래겸한의원,0
삼성밸런스의원,6
진심정신건강의학과의원,0
경희시은한의원,0
김도균외과의원,0
에스피부과의원,0
청담도원한의원,0
아너스치과교정과치과의원,0
라포레성형외과의원,0
김인중성형외과의원,0
에버성형외과의원,2
코편한한의원,0
경희연한의원,0
압구정에비뉴성형외과의원,0
제이엠치과의원,0
리드미피부과의원,0
고운한의원,0
청담시카고치과의원,0
더푸른이비인후과의원,1
미소치과의원,0
매직성형외과의원,0
연세에스엘의원,0
아름라인의원,0
쁘띠파티의원,2
압구정연치과의원,0
압구정함소아한의원,0
유로성형외과의원,0
연세우노비뇨기과의원,1
덴타피아치과의원,0
미소드림치과의원,0
청담여성한의원,0
기운드림한의원,0
더밸런스한의원,0
청담제이의원,0
미녀사랑산부인과의원,0
연세강의원,0
서울브레인신경과의원,1
이영준성형외과의원,0
비케이(BK)성형외과의원,9
화이트성형외과의원,0
코코넛치과의원,0
강남클리어치과의원,0
티제이성형외과의원,0
모움51의원,0
소민정신건강의학과의원,0
프라미스성형외과의원,0
더플러스성형외과의원,0
강남선이고은한의원,0
올리나의원,0
아이비성형외과의원,0
가암성형외과의원,2
연세닥터프라임치과의원,0
미소라인성형외과의원,0
마루성형외과의원,0
엠디외과의원,10
드림한마음재활의학과의원,22
대들보한의원,0
대들보의원,0
미소플랜치과의원,0
강남비앤비의원,0
강남12의원,0
운한의원,0
신동화한의원,0
우아성형외과의원,3
오성진치과의원,0
이문원한의원,0
코웰성형외과의원,1
세라믹치과의원,0
서울원치과의원,0
참좋은이비인후과의원,1
자곡서울치과의원,0
압구정강남바른정형외과의원,0
강남경희이경섭한의원,0
현대경희한의원,0
인터케어내과의원,0
세곡어린이치과의원,0
라연한의원,0
강남연세인의원,0
아이리스성형외과의원,0
삼성웰치과의원,0
연세거평준파라메딕의원,0
바이원의원,0
바노바기피부과의원,0
비포성형외과의원,1
다솜마취통증의학과의원,0
눈에미소안과의원,0
예그린치과의원,0
연세고운미소치과의원,0
해미소한의원,0
나도균한의원,0
클라이만의원,0
우리성형외과의원,2
청담클린업피부과의원,0
이해준치과의원,0
강동우성의원,0
지에스안과의원,4
강남예일미의원,0
새시대한의원,0
뉴욕연세치과의원,0
코어내과의원,0
영한의원,0
최인광정신건강의학과의원,0
연세여우치과의원,0
이안의원,1
경희샘한의원,0
대치수피부과의원,0
디케이의원,0
BLS(비엘에스)의원,0
문제원치과의원,0
서울인치과의원,0
바롬치과의원,0
강남루덴플러스치과의원,0
스마일라인치과의원,0
제이드성형외과의원,0
루미나산부인과의원,0
뉴라인치과의원,0
베리굿피부과의원,0
서울뉴젠비뇨기과의원,2
세인트비뇨기과의원,0
압구정함춘산부인과의원,0
에비뉴치과의원,0
강남조앤조내과소아과의원,0
압구정도추한의원,0
해건한의원,0
자연채한의원,0
조은성형외과의원,0
루미에의원,0
필립치과의원,0
엠제이의원,0
해아림한의원,0
강남피카소의원,0
스타일치과의원,0
아이웰성형외과의원,4
더비단성형외과의원,0
고정인정신건강의학과의원,0
맞춤한의원,0
라비앙성형외과의원,0
대한건강증진협회 서울지회 오아시스의원,0
두드림성형외과의원,2
메르덴치과의원,0
웰성형외과의원,3
제이케이성형외과의원,14
청담운치과의원,0
미랩의원,0
모앤블레스의원,0
삼정한의원,0
노왕구정신건강의학과의원,0
강남피어리의원,0
소중한치과의원,0
청담마디신경외과의원,0
해뜨는경희한의원,0
노바에스피부과의원,0
루체치과의원,0
미프로박재우의원,0
아이오유성형외과의원,0
밝은성모안과의원,11
서울샤인치과의원,0
서울미소치과의원,0
소망치과의원,0
황재웅치과의원,0
하늘의원,0
라프린의원,1
도곡함춘산부인과의원,24
담의원,0
첫번째의원,0
카이안과의원,10
연세더블유여성의원,0
임지연의원,0
에스원성형외과의원,0
리버스의원,0
리즈산부인과의원,0
강남행복한의원,0
닥터미소의원,0
갤러리의원,0
유상호정형외과의원,10
나비성형외과의원,0
자임당한의원,0
유투성형외과의원,0
강남보성한의원,0
글로벌서울성형외과의원,2
우리안치과의원,0
파란봄혜원한의원,0
소통의행복안성민한의원,0
임플라인치과의원,0
아리치과의원,0
아이미김성민성형외과의원,0
숨케어한의원,0
연세케이치과의원,0
오크우드봄의원,5
청청한의원,0
드라마치과의원,0
한티연세이비인후과의원,0
연앤네이쳐산부인과의원,7
서울라인치과의원,0
렉스성형외과의원,0
환희치과의원,0
진비뇨기과의원,0
청담이사랑치과의원,0
자하연한의원,0
한미성형외과의원,0
엘제이비뇨기과의원,0
영도한의원,0
코넬비뇨기과의원,0
압구정정인한의원,0
푸른하늘이비인후과의원,1
현정신과의원,0
라리성형외과의원,0
강석일한의원,0
서울제일성형외과의원,0
엘르성형외과의원,0
강남우리집의원,0
라움성형외과의원,0
코모키이비인후과의원,5
코샵성형외과의원,0
연세지아이내과의원,0
퍼펙트비뇨의학과의원,7
OLE(올래)성형외과의원,0
닥터홍치과의원,0
현대미학성형외과(現代美學整形外科)의원,3
경희토정한의원,0
바르고튼튼한어린이치과의원,0
마리아산부인과의원,0
천지연한의원,0
수치과의원,0
지아인의원,0
고운누리한의원,0
루트웰치과의원,0
주앤의원,0
에이치투오의원,0
서울미르치과의원,0
유니끄치과의원,0
베스트이화의원,0
리유한의원,0
강남경희한의원,0
연세오원석신경과의원,0
기분좋은피부과의원,0
연세바른마음치과의원,0
마이의원,0
시너지성형외과의원,2
앤써성형외과의원,0
연세스타내과의원,0
연세신앤송이비인후과의원,2
쉬즈굿여성의원,0
그린몰치과의원,0
튠의원,0
무본자강한의원,0
리더스피부과의원,0
서정민이비인후과의원,1
생명수한의원,0
한사랑노노의원,0
제이피성형외과의원,2
씨디유청담유성형외과의원,0
바른마취통증의학과의원,0
강남샘치과의원,0
행복정신건강의학과의원,0
케이엠디의원,0
보아치과의원,0
프린세스산부인과의원,0
닥터홈즈의원,0
스마일블로썸치과의원,0
고우넷치과교정과치과의원,0
대치더블유내과의원,0
에스티성형외과의원,3
이노성형외과의원,0
양재내과의원,0
로빈의원,0
장홍석정신건강의학과의원,0
세이프플란트치과의원,0
일중한의원,0
경희온정한의원,0
윤뉴방여성외과의원,2
아비스가정의학과의원,0
노블라인의원,0
강남삼성드림이비인후과의원,9
휴한의원,0
이혁상더블유치과의원,0
황금사과한의원,0
봉봉성형외과의원,4
아이원성형외과의원,0
이데아성형외과의원,4
휴피부과의원,0
디케이치과의원,0
언주한의원,0
로앤산부인과의원,3
준치과의원,0
리엔치과의원,0
강남미플러스의원,0
서울매스티지치과의원,0
강남미의원,0
모락한의원,0
그녀의정원여성의원,4
김민경병리과의원,0
카라성형외과의원,0
압구정대자인한의원,0
수서치과의원,0
한빛가정의학과의원,0
눈피부과의원,0
마이어스의원,0
청담동라인한의원,0
연세튼튼정형외과의원,9
창피부과의원,0
오클라호마자연주의치과의원,0
디앤에이피부과의원,0
강남서울밝은안과의원,0
함익병피부과의원,0
이경태정형외과의원,19
유앤아이의원,0
팜스프링서울의원,0
미소가인피부과의원,0
한희피부과의원,0
윤은성성형외과의원,0
에비타흉부외과의원,2
문기숙산부인과의원,2
예쁜얼굴의원,0
강남명인한의원,0
박성주조에피부과의원,0
강남물방울치과의원,0
바이오미의원,0
연세맑은이비인후과송소아청소년과의원,1
휘마의원,0
강남성모이비인후과의원,1
브라운피부과의원,0
닥터베이직의원,0
경희생한의원,0
미래솔한의원,0
디자이너성형외과의원,0
리샘한의원,0
씨씨엘치과의원,0
연세오케이마취통증의학과의원,0
미화이트치과의원,0
삐땅기치과의원,0
루호성형외과의원,0
위드유원일성형외과의원,0
하트스캔치과의원,0
한국영상의원,0
자기치아살리기삼성플란트치과의원,0
리앤강의원,0
드림치과의원,0
아이앤지성형외과의원,0
역삼이창훈이비인후과의원,4
첫눈성형외과의원,0
압구정오라클치과의원,0
한맘플러스재활의학과의원,26
예진성형외과의원,0
윤헤어라인의원,0
청담코지의원,0
자스민치과의원,0
상상의원,0
더마스터의원,0
닥터정한의원,0
로코코성형외과의원,0
YK(와이케이)안과의원,0
더클래식의원,0
프레쉬성형외과의원,0
강남미즈힐산부인과의원,0
모티브성형외과의원,0
에스얼굴치과의원,0
앵글치과의원,6
지경헌한의원,0
노블앤코의원,0
경희명생당한의원,0
옥스치과의원,0
제이제이비뇨기과의원,0
연세미다인의원,0
비타민의원,0
시카고초콜렛치과의원,0
비포앤애프터의원,0
다나마취통증의학과의원,0
리츠피부과의원,0
코끼리한의원,0
올리브피부과의원,0
스마트정형외과의원,0
리연케이의원,0
고운얼굴치과의원,0
청담비엘에스의원,0
강남서울외과의원,5
참진한의원,0
아담스비뇨기과의원,2
서울메이치과의원,0
옴므앤팜므성형외과의원,0
하늘미소치과의원,0
리뉴유한의원,0
차승환한의원,0
황성주털털한피부과의원,0
서울진단검사의학과의원,0
지세븐의원,0
블루비뇨기과의원,0
넥스트성형외과의원,0
압구정세가지소원의원,0
더루루의원,0
퍼펙트치과의원,0
디아메디의원,0
송담한의원,0
프리미어성형외과의원,1
디아뜨의원,0
강남성모내과의원,0
연세레이치과의원,0
권장덕케이성형외과의원,0
더블유의원,0
그대안에산부인과의원,0
향문외과의원,2
예사랑피부과의원,0
삼성우리내과의원,0
유앤이비인후과의원,0
닥터이지치과의원,0
도윤한의원,0
닥터웰니스의원,0
에버엠치과의원,0
이태원안과의원,1
세진피부과의원,0
연세휴정신건강의학과의원,0
우아성한의원,0
더멘토성형외과의원,1
유스앤영의원,0
더더블유의원,5
홍승업성형외과의원,0
씨에프의원,0
서울삼정치과의원,0
유진성형외과의원,0
루쎄여성의원,0
이인수정신건강의학과의원,0
아이브성형외과의원,0
바이준성형외과의원,0
강남365치과의원,0
강남담온한의원,0
강남아산재활의학과의원,0
스템케이성형외과의원,0
서울동민치과의원,0
마디랑정형외과의원,11
온한의원,0
오르셀의원,8
소마한의원,0
아임의원,0
와세다의원,0
리안한의원,0
김현지내과의원,0
엘스타의원,0
심동석신경과의원,0
우리엘의원,0
소망안과의원,0
안성진성형외과의원,0
신소애여성의원,2
봄빛의원,0
대화당한의원,0
리뉴얼의원,0
바른정치과의원,0
바노바기일레븐치과의원,0
연세티스치과의원,0
강남코모키이비인후과의원,2
설레임의원,0
채치과의원,0
신성해내과의원,0
레알성형외과의원,1
플로라성형외과의원,2
함소아한의원,0
바닐라치과의원,0
프로필성형외과의원,2
연세와이비의원,0
이브성형외과의원,0
서울더치과의원,0
이지스로앤산부인과의원,4
메이퓨어의원,0
와이퀸산부인과의원,0
리원피부과의원,0
런던치과의원,0
생각과마음의원,0
초이스피부과의원,0
압구정드림성형외과의원,0
마론성형외과의원,0
아이미여성의원,0
새생명 한 의원,0
이포치과의원,0
수암한의원,0
더라인성형외과의원,0
코코라인의원,3
미큐의원,0
뉴서울치과의원,0
김미진내과의원,0
최송림치과의원,0
강남이안치과의원,0
박선혜산부인과의원,0
아트라인의원,0
한마음가정의원,0
제이준성형외과의원,8
뉴욕화이트치과의원,0
노명선정신건강의학과의원,0
청담이든소아청소년과의원,0
참신통한의원,0
포유성형외과의원,0
설재윤성형외과의원,0
더난성형외과의원,0
더건강의원,0
브이맨비뇨기과의원,0
네오성형외과의원,0
라메스피부과의원,0
브라운성형외과의원,6
뉴헤어의원,0
닥터본성형외과의원,0
피알성형외과의원,0
치유성형외과의원,0
카이성형외과의원,0
수서삼성정신건강의학과의원,0
김현석성형외과의원,0
황영구치과의원,0
연세진치과의원,0
성미치과의원,0
강상욱한의원,0
다이룸한의원,0
강남신사한의원,0
에스듈의원,0
이규호모아름의원,0
마인성형외과의원,0
뉴엘의원,0
압구정현치과의원,0
자연예쁨의원,0
압구정톡스앤필의원,0
이원철한방내과한의원,0
압구정리치모아의원,0
수아로피부과의원,0
자연주의의원,0
아우름치과의원,0
호산여성의원,0
양재오라클피부과의원,0
박종태유바외과의원,2
뉴연세의원,0
연의원,0
형인재한의원,0
강남브엘치과의원,0
권오정리얼뷰티의원,0
레아산부인과의원,2
연세슬림라인의원,0
바른삼성치과의원,0
미소랑치과의원,0
오혜연산부인과의원,0
변한의원,0
포샤르치과의원,0
물방울성형외과의원,0
에스앤유피부과의원,0
위드유의원,0
위드유한의원,0
아이리움안과의원,3
라현의원,0
하늘마취통증의학과의원,0
메디올의원,0
청담아이비성형외과의원,0
글로비성형외과의원,0
실루엣성형외과의원,2
닥터김가정의학과의원,0
약선당한의원,0
메디힐의원,0
삼성경희한의원,0
미고성형외과의원,0
현등한의원,0
압구정연세산부인과의원,0
청담퍼스트성형외과의원,0
송로데오의원,0
큐비스의원,0
팝성형외과의원,0
임순호치과의원,0
자연과한의원,0
청담라인치과의원,0
아델산부인과의원,0
정파종외과의원,2
페이스라인치과의원,0
러블리안성형외과의원,0
에어리어88성형외과의원,0
한형일성형외과의원,0
벧엘피부과의원,0
연세다인성형외과의원,0
허준원엠디피부과의원,0
연세유라인치과의원,0
소올한의원,0
김은영유외과의원,2
시크릿성형외과의원,0
센텀메디의원,0
양재호치과의원,0
선릉김정신과의원,0
우박산부인과의원,0
삼성아이안과의원,0
뮤즈의원,0
글로비의원,0
세곡연세미치과의원,0
화이트스타일치과의원,0
베스트덴치과의원,0
서울내과의원,0
이영미유외과의원,2
한송이영상의학과의원,0
헵시바치과의원,5
엠에이치(MH)의원,0
두서울치과의원,0
프레쉬이비인후과의원,10
우리이비인후과의원,0
이한솔성형외과의원,0
케이스성형외과의원,0
김봉수의원,0
우리진단방사선과의원,0
토마토성형외과의원,0
청담메자닌의원,0
정준표내과의원,0
연세유피성형외과의원,0
이레치과의원,0
더스완성형외과의원,0
명옥헌한의원,0
서울영상의학과의원,0
서울시카고치과의원,0
타토아의원,0
보나성형외과의원,3
청담명작의원,0
윤후여성한의원,0
연세노바의원,0
해성한의원,0
다스름한의원,0
미라인피부과의원,0
청담에이치내과의원,0
바른나무치과의원,0
김숙경산부인과의원,0
제이엘산부인과의원,0
코코이비인후과의원,2
연세필정신건강의학과의원,0
엔비성형외과의원,0
닥터로빈의원,0
연세수치과의원,0
코코성형외과의원,0
압구정본정형외과의원,0
데카비의원,0
씨엔에스정형외과의원,0
마시멜로의원,0
영앤영성형외과의원,0
로뎀정신과의원,0
강남베스트내과의원,3
리미지한의원,0
청담힐의원,0
연세엘재활의학과의원,0
하중당한의원,0
압구정휴내과의원,0
다정한치과의원,0
마음누리정신과의원,0
대치오라클피부과의원,0
연세라미슈의원,0
메이린의원,0
믿을신치과의원,0
신유외과의원,0
삼성드림이비인후과의원,5
유씨서울치과교정과치과의원,0
로즈산부인과의원,0
웰가의원,0
강남약손한의원,0
젬마의원,0
연세정인안과의원,0
알플러스치과의원,0
닥터봄춘의원,0
박가한의원,0
임승윤재활의학과의원,0
소은희마인드피아의원,0
이스타치과의원,0
에스원이비인후과의원,0
임플란피아치과의원,0
청담흰의원,0
미치과의원,0
린의원,0
광제한의원,0
서울혜치과의원,0
더마리아의원,0
서문한의원,0
큐오필앤결의원,0
닥터윤뷰티플의원,0
도곡양재차앤박피부과의원,0
강남메이저의원,4
주원장한의원,0
김경현치과의원,0
피그마리온의원,0
청담하나피부과의원,0
정우선치과교정과치과의원,0
강남정신건강의학과의원,0
페이스플러스성형외과의원,0
속편한한의원,0
경희자인한의원,0
와이케이콜럼비아치과의원,0
압구정연세안과의원,0
(의)성광의료재단 차움의원,23
네오비뇨기과의원,1
에스앤유김방순피부과의원,0
센트럴흉부외과의원,2
시카고치과의원,0
평화한의원,0
체인지의원,0
스탠리의원,0
스탠리한의원,0
민트이비인후과의원,0
에스여성의원,0
보그플라스틱의원,0
서울대학교병원 강남치과의원,0
코노피의원,1
삼성톡스앤필의원,0
쿠키성형외과의원,0
유앤정피부과의원,0
바로365한의원,0
서울위드치과의원,0
얼바인치과의원,0
세븐데이즈성형외과의원,0
더원성형외과의원,0
연세라인업의원,0
세련피부과의원,0
예다여성의원,0
로하셀한의원,0
하늘빛한의원,0
닥터세비앙의원,0
재단법인대한스포츠의학재단강남나무치과의원,0
오빗의원,0
라르떼의원,0
지리산쌍계한의원,0
비비라인맆팅의원,0
쥬얼리성형외과의원,0
서울박내과의원,0
전혜원소아청소년과의원,0
오라(AURA)성형외과의원,0
인의한의원,0
큐티의원,0
더맑은신경정신과의원,0
아름다운목소리이비인후과의원,2
조앤박의원,0
엔젤미치과의원,0
국보한의원,0
(의)성광의료재단차움건진의원,0
압구정아이비성형외과의원,0
청담미소밝은치과의원,0
유원한의원,0
서울리더스치과의원,0
정다운이비인후과의원,4
지힐링스퀘어의원,0
설현욱신경과의원,0
모리의원,0
본라인의원,0
연세이미지라인의원,0
씽씽한의원,0
더마주피부과의원,0
노종훈성형외과의원,0
유비에이외과의원,4
청구경희한의원,0
이석형치과의원,0
(의)성광의료재단 차움한의원,0
브랜뉴의원,0
나헌식한의원,0
마이디피부과의원,0
에투알드서울치과의원,0
압구정비앤미의원,0
최형기성공비뇨기과의원,2
네이처피부과의원,0
서울ND(엔디)의원,0
